"Sludinājumi 
 
 
datums","Modelis","Gads","Tilp.","Nobrauk.","Cena","brand"
"BMW X5 ar 3.0 litru dīzeļdzinēju un automātisko transmisiju. 
Elegants, jau","X5",2010,"3.0D",349000,16900,"BMW"
"Pārdod BMW 318, 2.0 dīzelis, Automāts

Dalītā Klimatkontrole

Kondicioni","318",2017,"2.0D",,13990,"BMW"
"Pārdod BMW X3, 3.0 D

Ādas Salons

Sēdekļu Apsilde

Klimatkontrole","X3",2004,"3.0D",,3990,"BMW"
"Pārdod BMW 530, 3.0 Dīzelis, Facelift modelis

Ādas Salons

Sēdekļu Apsi","530",2007,"3.0D",,5990,"BMW"
"Pārdod BMW 535, 3.0 dīzelis, Automāts

Ādas Salons

Elektriski regulējam","535",2007,"3.0D",,6990,"BMW"
"Pārdod BMW 316, 1.6 benzīns, Manuāls

Cd/fm

Elektriski regulējami logu","316",1997,"1.6",,2990,"BMW"
"Pārdod BMW 730, 3.0 dīzelis, Automāts

Mūsu auto līzinga speciālisti snieg","730",2003,"3.0D",,3990,"BMW"
"Pārdod BMW 318, 2.8 benzīns, Manuāls

Reģistrētsm52B28 Dzinējs

Lielā āt","318",1995,"2.8",,5990,"BMW"
"Pārdod BMW X5 M50D, 3.0 dīzelis, Automāts

Nappaādas salons

Harman/kard","X5",2017,"3.0D",,33900,"BMW"
"Tiek pārdots BMW X5 3.0 benzīns/gāze

- Ādas salons
- Multistūre
- Kondi","X5",2001,"3.0",,3290,"BMW"
"Pārdod BMW 525, 2.5 dīzelis, Automāts

M Pakotne

Elektriski regulējami,","525",2005,"2.5D",,5490,"BMW"
"Pārdod BMW 325, 3.0benzīns, Automāts

Ādas Salons

Sēdekļu Apsilde

Lū","325",2010,"3.0",,8990,"BMW"
"Bmw 730Ld 
Tikko ievests Latvija
Orginals nobraukums
Apkalpojies tikai pi","730",2016,"3.0D",96000,37500,"BMW"
"Pārdod BMW 120D 135Kw. Auto labā stāvoklī, reta, smuka krāsa, lielā navigāci","120",2012,"2.0D",278000,10800,"BMW"
"Tiek pārdots Bmw525D. , 2497Cm3, 130Kw, 177Zs. 
Gaišais ādas salons, vieglm","525",2006,"2.5D",424000,2500,"BMW"
"BMW E91 330D, 170Kw, tikko izieta jauna TA bez aizrādījumiem. Auto labā stāv","330",2006,"3.0D",368000,4600,"BMW"
"Pārdod bmw 318d FL 100 kw, Nesen ievests no Beļģijas. Piereģistrēts, jauna t","320",2008,"2.0D",328000,4850,"BMW"
"Продаёт хозяин. Машина в идеальном состоянии. Новая зимняя резина. Вложений","730",2012,"3.0D",209000,22000,"BMW"
"Pārdošana labs Bmw x3 2.0 Tdi, kurš tuvākajā laikā ieguldījumus neprasīs, ti","X3",2005,"2.0D",238000,5450,"BMW"
"Tirgoju tehniksi labu e46.
-Jauns termostats+ūdens sūknis. 
-Aizmugurē amī","330",2002,"3.0D",295000,2700,"BMW"
"Tirgoju e36 2.5tds ar Skati līdz 07.09.2023. Nodoklis nomaksāts. 
Bijis 1.8","318",1995,"2.5D",226000,1500,"BMW"
"Auto Tikko atvests no Vācijas BMW 330 Xd(Pilnpiedziņa) Ļoti dzīvs E46.","330",2001,"3.0D",274000,2777,"BMW"
"Pārdodu 1 sērijas bmw F20 virsbūvē, 118D, 105kw manuālis, tikko no Vācijas,","118",2011,"2.0D",176000,6200,"BMW"
"Āda, 130Kw, X-Drive, Atvesta no Vācijas. 
Pilna apkopju vēsture no BMW dīle","X1",2009,"2.0D",207000,8900,"BMW"
"Bmw 320D ar 2.0- 110kw dīzeļdzinēju un automātisko ātrumkārbu, dzinējs un kā","320",2005,"2.0D",293000,2390,"BMW"
"BMW i3 125kw 94Ah Facelift 05.09.18. Europe. 310km (Nedc). Tikko pēc apkopes","i3",2018,"E",48000,24100,"BMW"
"Automašīna ievesta no Eiropas 2012. gadā, Bmw X5 E53 Facelift ar 3.0D- 160kw","X5",2004,"3.0D",347000,4890,"BMW"
"Tikko izieta jauna tehniskā apskate, Bmw 730d ar 3.0- 150kw dīzeļdzinēju un","730",2004,"3.0D",329000,3090,"BMW"
"Tikko no Vācijas F31 Xdrive, Luxury komplektacija, 2.0d. , 135kw. , 8pak. au","320",2013,"2.0D",236000,12390,"BMW"
"Bmw 525d ar 2.5- 120kw dīzeļdzinēju un automātisko ātrumkārbu, dzinējs un kā","525",2002,"2.5D",330000,2590,"BMW"
"Рестайлинг 245 лошадок в комплектации Sportpaket. Все обслуживания проводили","X5",2011,"3.0D",328000,10990,"BMW"
"Pārdodu/mainu
BMW e82 2009. gada
2.0 dīzelis 130kw
6 pakāpju manuālā kārb","120",2009,"2.0D",241000,5950,"BMW"
"318i Lpg
labā tehniskā un vizuālā stāvoklī. 
elektro jums darbojas teicami","318",2003,"2.0",238000,3350,"BMW"
"Pārdod Bmw F20 sport line 2.0d/184hp ar labu rūpnīcas komplektāciju. Latvijā","116",2013,"2.0D",214000,7900,"BMW"
"BMW 320 ar 2.0 litru benzīna dzinēju un manuālo transmisiju. 
Komfortabls,","320",1997,"2.0",,4999,"BMW"
"Individual BMW 730D Xdrive с богатой комплектацией в идеальном техническом и","730",2013,"3.0D",222000,22000,"BMW"
"BMW X5 Xdrive, M-performance, 3.0d 173kw. Tehniskais stāvoklis, vizuālais st","X5",2009,"3.0D",290000,13250,"BMW"
"Pārdodu savu M-Paket 3.0 SD . Labā tehniskā un vizuālā stāvoklī .Motor un kā","X5",2008,"3.0D",270000,11900,"BMW"
"Soft-Close, Keyless GO, Panorāmas lūka, Usb, Aux, 
-sport automātiskā ātrum","530",2010,"3.0D",268000,8300,"BMW"
"BMW 316. Facelift. 85 kw/116 z. s. Tikko no Nīderlandes. TA bez aizrādījumie","316",2014,"2.0D",202000,9950,"BMW"
"Pārdodu 325 e46 2.5 benzīns (141Kw/192Zs)
Latvijā ievesta 2007. gada maijā","325",2001,"2.5",302000,2250,"BMW"
"Auto tehniski labā stavoklī, nodoklis par šo gadu nomaksāts, pirms 40tkm mai","330",2006,"3.0D",341000,5950,"BMW"
"F11 530xd/190kw, orģinālā rūpnīcas Mpaka, daudz ekstras. 
Bmw ir mainītas ķ","530",2011,"3.0D",251000,12000,"BMW"
"Pārdodu BMW F11 525d N57 150kw. Gadu Latvijā, ziemā nav ekspluatēta. Nekas n","530",2011,"2.5D",232000,12500,"BMW"
"Без пробега по Латвии хорошее состояние возможен лизинг обмен","X5",2004,"3.0D",,6950,"BMW"
"Diezgan labi saglabājies e46 318ti 145hp. Nesen ievests LV. Jauna TA. Kuzavs","318",2003,"2.0",237000,2650,"BMW"
"Продается автомобиль BMW F01 740d x-drive

-машина в отличном визуальном и","740",2012,"3.0D",143000,16500,"BMW"
"7 vietas. Labs auto gan vizuāli, gan tehniski.","X5",2008,"3.0D",270000,10500,"BMW"
"F11 Lci M550Dx. Отличное состояние, богатая комплектация. 
Красивый черно-с","550",2014,"3.0D",239000,20500,"BMW"
"E91
nesen no skandināvijas. 
tehniskajai apskatei visas detaļas nopirktas.","320",2005,"2.0",230000,2700,"BMW"
"160kw - Chiptuning - Downpipe - 3.5D intercooler - egr noņemts 
Dumainiba 0","530",2003,"3.0D",494000,7050,"BMW"
"Sveiki. Tiek tirgots 320d , mašīnai tūlīt beigsies skate, servisā pēc pārbau","320",2005,"2.0D",370000,1800,"BMW"
"Facelift. Automāts. Svaiga T. A. Pārbaudāms oriģināls nobraukums. 

Latvij","325",2008,"3.0D",384000,5750,"BMW"
"M Sportpacket Šodien izieta tehniskā Black Sapphire Metallic BMW X5 3.0D 4x4","X5",2006,"3.0D",,6900,"BMW"
"BMW 640i 3.0i 230kw M-Sport Paket Individual Maz original nobraukums. Pilnak","640",2015,"3.0",,24500,"BMW"
"Pārdodu labu BMW X3 (G01) 30d m-sport ar labu komplektāciju (detalizēts aprī","X3",2019,"3.0D",135000,39999,"BMW"
"Pārdod BMW e46 320D(110Kw)

Tehniskā apskate līdz 26.05.2023
Nodoklis nom","320",2004,"2.0D",319000,2650,"BMW"
"Labs 316i compacts no Vacijas
Laba tehnsika un vizuala stavokli
Loti maz r","316",1997,"1.6",280000,1650,"BMW"
"Pārdod BMW 520 2.0 Dīzelis 135kw. Teicamā tehniskā un vizulā stāvoklī. Mazs","520",2011,"2.0D",187000,11800,"BMW"
"Pārdodu vai mainu pret busiņu ar sēdvietām(vivaro, trafic)
BMW labā tehnisk","530",2008,"3.0D",320000,5500,"BMW"
"Pārdodu BMW 320d 110kw, 20.05.2005.g. Automašīna laba stāvokli, servisa grām","320",2005,"2.0D",281000,2690,"BMW"
"Pārdodu Bmw 320cd facelift, 110kw ar labu komplektāciju. 
Automātiskā kārba","320",2004,"2.0D",359000,3550,"BMW"
"Sveiki. Tirgoju BMW e60 2005 gada. 3.0 dīzeli. 160kw. Latvijā reģistrēts 202","530",2005,"3.0D",332000,5200,"BMW"
"Pardošana labs Bmw 330d 150kw+chip tehniski labā stāvoklī, cena runajama.","330",2004,"3.0D",359000,2500,"BMW"
"Pārdodu Bmw 320d ar 110kw 150zs motoru. Mašīna Ievesta no Beļģijas. Mašīnā i","320",2004,"2.0D",342000,4200,"BMW"
"Auto tehniski labā stāvoklī. Komplektā četras labas nokian radžu riepas , zi","X5",2004,"3.0D",3e+05,7600,"BMW"
"BMW X3 2.0d (135kW) X-Drive. Ļoti labā stāvoklī, no Francijas. Laba komplekt","X3",2011,"2.0D",240000,13900,"BMW"
"Pārdodu BMW 320d 135kw dzinējs, auto nesen no Vācijas, tehniskā apskate bez","320",2011,"2.0D",232000,6150,"BMW"
"F10 530D xDrive facelift, 190kw / 258zs. Auto bez rūsas, teicamā tehniskā un","530",2013,"3.0D",180000,18500,"BMW"
"BMW X3 Xdrive20D M-Sport Package, 2.0d - 135 кВт / 185 л. с. 
Автомобиль с","X3",2012,"2.0D",275000,14000,"BMW"
"Pārdodu BMW 520d M-Sport, 2.0d, 190 zs 
Automašīna ļoti labā stāvoklī. Jaun","520",2018,"2.0D",118000,30500,"BMW"
"Pardošana labs auto, BMW e91 3.0dizelis 145kw
Pirma registracija 05.12.2006","325",2006,"3.0D",380000,5400,"BMW"
"BMW 530D Individual komplektācijā. Auto labā tehniskā un vizuālā stāvoklī, ļ","530",2001,"3.0D",220000,4200,"BMW"
"LV / Rus / Eng

Tiek pārdots BMW e61 2006 gada 2.5Tdi, Čipots. 
Jaudīgs u","525",2006,"2.5D",,3550,"BMW"
"640i xdrive, 3-mpack(piekare, interjers, eksterjers). Soft close. Rūpnīcas A","640",2019,"3.0",82000,46500,"BMW"
"2.0 dīzelis 177hp, 4x4, M+S Sailun riepas, oriģinālais nobraukums, riepas R1","X1",2010,"2.0D",150000,9450,"BMW"
"Продаю Bmw-530, 170Kw, С очень богатой комплектацией, только пройден техосмо","530",2006,"3.0D",360000,4800,"BMW"
"BMW x5 
225kw 4.0 D Mpaket Individual 

- r20 диски 
- Recaro салон 
-L","X5",2012,"4.0D",250000,15000,"BMW"
"BMW M550D Xdrive G31 400Hp M-Sportpaket
Pirmā reģistrācija 09/2018
Auto ar","550",2018,"3.0D",162000,38500,"BMW"
"Tikko no Vācijas/330Xd/m Paket
23.05.2007
3.0D/170Kw
228151km 
Auto labā","330",2007,"3.0D",,7850,"BMW"
"Bmw M Paket
Pirmā reģistrācija 28.06.2006.
Motors 2.5D/130Kw
Rūpnīcas M p","525",2006,"2.5D",,6350,"BMW"
"Pārdod BMW E60 525 Xi 160 kW automāts. 

Teicamā tehniskā kārtībā, auto ko","525",2007,"2.5",257000,3799,"BMW"
"Auto pirkts Latvijā , divi īpašnieki. 
Bmw X4 X-Drive 2.0 245 hp / 140 kw","X4",2016,"2.0D",92000,26500,"BMW"
"Pārdod BMW 530d E61 Automāts, universāls, jaudīgs, melns ādas salons, piekab","530",2005,"3.0D",,3900,"BMW"
"Pārdodu tikko ievestu BMW, 2.0 dīzeli, 105kw (147zs)
Pirmā reģistrācija 16.","318",2011,"2.0D",2e+05,7230,"BMW"
"BMW 525 , 3.0 Dīzelis. , 145kw. , Jauna TA. 
Automašīna labā tehniskā un vi","525",2007,"3.0D",,6100,"BMW"
"BMW 520 2.0 Dīzelis 135kw. Automātiskā ātruma kārba, Ļoti labā tehniskā un v","520",2010,"2.0D",,10950,"BMW"
"BMW 730 3.0 Dīzelis, 180Kw. , Automats. , Jauna TA. 

Aprīkojums:

-Stūr","730",2009,"3.0D",,11450,"BMW"
"BMW 320. 2.0 Dīzelis. 120kw. Automats. Jauna TA. 
Automašīna labā tehniskā","320",2005,"2.0D",,4950,"BMW"
"BMW 316 2.0 Dīzelis. , 85 Kw. , Automats. , Jauna TA. 
Jaudīga un komfortab","316",2013,"2.0D",,10350,"BMW"
"Auto ievests Latvijā no Vācijas, auto labā tehniskā un vizuālā stāvoklī.","216",2016,"1.5D",239000,10350,"BMW"
"BMW 318, 2.0 d, 105 KW dzinējs, mehāniskā pārnesumu kārba, 6 pārnesumi, TA l","318",2008,"2.0D",321000,3500,"BMW"
"BMW 520. 2.0 dīzelis. , 120kw. , M-Pack. Jauna TA. 
Automašīna labā tehnisk","520",2011,"2.0D",,11950,"BMW"
"BMW X5 E70 ar 40D 225kw motoru. 
Vasaras R21 diski. 
Ziemai R19 ar maz bra","X5",2011,"3.0D",3e+05,15000,"BMW"
"BMW 530 Grand Turismo 3.0 Dīzelis 180kw. 4x4. Automats, ar bagātu aprīkojum.","530",2010,"3.0D",,11950,"BMW"
"BMW X3, 3.0 Dīzelis, 210 Kw. , 4x4., Automats. , Jauna TA. 
Jaudīga un komf","X3",2006,"3.0D",,6950,"BMW"
"(Ta-07.11.2023) Izieta. E91 2009g, 130kw 2.0d, M-paka, brūna salons, lielaka","320",2009,"2.0D",345000,6000,"BMW"
"BMW X1 2.0 Dīzelis, 130Kw. , Automats, Pilnpiedziņa 4x4 , Jauna TA. 

Pirm","X1",2010,"2.0D",,9450,"BMW"
"Vājuma brīdis. Vairāk nekā vienkārši auto. BMW e46 Cabrio Individual Mpacket","320",2003,"2.2",207000,6500,"BMW"
"E61 530d 160kw. No Vācijas. 
Jauna tehniska apskate. Ļoti labā stavoklī. La","530",2005,"3.0D",334000,4650,"BMW"
"Pārdodu BMW E30 Touring, orģināli 320, bet līdzi nāk M20B25.

Virsbūve lab","325",1989,"2.5",242000,3000,"BMW"
"Pārdodu BMW E61 530 160kw čipots, nobraukums īstais pārbaudīts carvertical.","530",2006,"3.0D",331000,4200,"BMW"
"Iet uz maiņu zajibis beha, apskate pilnu gadu, samainītas ķegas , bremži , e","730",2002,"3.0D",,3600,"BMW"
"Продается Вmw X5.ноябрь 2006.Машина в хорошем состоянии, двигатель и коробка","X5",2006,"3.0D",350000,5500,"BMW"
"Pārdodu BMW 320D 110kW. Melnā skate-palika aizmetiāt dažus caurumus apakšā,","320",2003,"2.0D",454000,1180,"BMW"
"Parodu savu Bmw 530D 142kw+
Iet riktigi Atri, svaiga skate, el sedekli comf","530",2002,"3.0D",408000,3225,"BMW"
"Luxury - Coupe - 
2.0 Tdi 140 kw. 190 zs. xDrive, ekonomisks 5l / 100 km. ,","420",2015,"2.0D",211000,16600,"BMW"
"Pārdodu smuku compact. Dīzelis, 85 kw. Ekonomisks, 4.5L/100km. Jauna Tehnisk","318",2003,"2.0D",328000,3150,"BMW"
"Auto nav perfekts, bet savas funkcijas pilda. 
Pārdodas bmw e39 ar jaudīgu","530",2002,"3.0D",32000,1400,"BMW"
"Pārdod BMW 318i, tikko izieta TA, derīga līdz 2023/11. Pirms TA mainīta eļļa","318",2007,"2.0",224000,3350,"BMW"
"Martā No Vācijas
Nav sarūsējis
Apskate pa 0
Bez diskiem iespējams iegādāt","318",1997,"1.8",230000,3700,"BMW"
"Bmw 740d FL nesen izieta ta. R19 diski ar jaunam ziemenem. Vairak pa tel","740",2000,"4.0D",334000,4199,"BMW"
"Rets balts M-Pack F11 ar 2.5D motoru. Laba komplektācija Orģināls nobraukums","530",2011,"2.5D",290000,12900,"BMW"
"BMW 116i F20 Tiko No Francija
Origenalais nobraukums 144000km. 
Neliels ga","116",2012,"1.6",144000,7350,"BMW"
"Продаю авто в хорошем состоянии, технически вложений не требует, визуально е","530",1999,"3.0D",3e+05,2450,"BMW"
"Tiek tirgots BMW E60 3.0d ar M-Pack. Auto labā tehniskā kārtībā. Mašina ir a","530",2004,"3.0D",384000,4800,"BMW"
"Pārdod Bmw 523i ar mpaku 2.5 benzins(150kw), automāts, sedans. 
Eiropas mod","523",2011,"2.5",183000,14500,"BMW"
"BMW X5 3.0D 173 kW, чип. Тех. осмотр до 20.09.2023, налог за дороги оплачен.","X5",2007,"3.0D",305000,10900,"BMW"
"Pārdodu BMW lieliskā stāvoklī M-paketē, auto ir viss. Diski ir 20 collas, ai","X5",2008,"3.0D",311000,10350,"BMW"
"Auto labā tehniskā stāvoklī. 110kw dzinējs, ekonomisks un gana jaudīgs. Rest","320",2004,"2.0D",440000,2600,"BMW"
"Pārdodu BMW X5 Mpack 3.0d xdrive 173kw. 
R20 diski, auto no rūpnīcas aprīko","X5",2008,"3.0D",370000,10500,"BMW"
"BMW 320d, Luxury, 2.0d, 120kw, 8pakāpju automātiskā ātrumkārba
Tikko ievest","320",2013,"2.0D",,11550,"BMW"
"Pārdodu BMW 120d 2.0d 135kw/180zs , teicamā stāvoklī. 
Pārdod licencēts aut","120",2013,"2.0D",189000,10500,"BMW"
"Bmw 525 labā komplektācijā. 
Auto ir labā tehniskā un vizuālā stāvoklī. 
P","525",2005,"2.5D",350000,4300,"BMW"
"Ir sīki vizuāli defekti uz TA uzliku jaunu Pdf filtru ir čipots un diezgan e","335",2008,"3.0D",,9000,"BMW"
"Pārdodu BMW e92 325i ar tikko izietu tehnisko apskati. Ir Latvijas karte, ne","325",2007,"2.5",325000,7000,"BMW"
"BMW 318i tikko no Vācijas, Latvijā jau piereģistrēts un veikta tehniskā apsk","318",1995,"1.8",265000,2350,"BMW"
"Pārdodu BMW X5 2.5D 2016.gada , melnā metāliskā krāsā, oriģinālais nobraukum","X5",2016,"2.5D",248000,24550,"BMW"
"Ekonomisks (6.1l/100km) un uzticams auto ikdienai un brīvdienu piedzīvojumie","320",2016,"2.0D",117000,18200,"BMW"
"BMW X4, 2017.gads, M sporta pakete. Latvijā, Inchcape pirkts auto ar 2l benz","X4",2017,"2.0",64000,38500,"BMW"
"Pārdod teicamā stāvoklī X5 Xdrive, čipots. Vidējais degvielas patēriņš 8, 8l","X5",2012,"3.0D",208000,19300,"BMW"
"Pārdodu labu auto. Pārdodu jo sapratu BMW nav man domāta. Tehniskā skate līd","520",2005,"2.0",288000,3750,"BMW"
"Tiek pārdots BMW 330D E46 ar labu komplektāciju, visas nepieciešamās apkopes","330",2001,"3.0D",325000,2100,"BMW"
"BMW 530D tikko no Vācijas lieliskā tehniskā un vizuālā stāvoklī

Aprīkojum","530",2010,"3.0D",231000,12350,"BMW"
"BMW X1
2.0D 130kw
- Labā tehniskā un vizuālā stāvoklī. 
- Dzinējs un atru","X1",2011,"2.0D",268000,8950,"BMW"
"BMW 118. 2.0d. 105 kW. 25.09.2012 gada. No Vācijas. Nobraukums 231000 km. M","118",2012,"2.0D",231000,9300,"BMW"
"Labs BMW E90 2009.gada sedans tumši zilā krāsā. Smuks vizuāli un labs tehnis","318",2009,"2.0D",233000,7000,"BMW"
"Bmw/e90/320D (120Kw) ar jaunu TA. 
Automašīna labā tehniskā un vizuālā stāv","320",2007,"2.0D",225000,5500,"BMW"
"Продам BMW e46 330 xdrive 135 кв, автомат с Gt2260v турбиной от X5 160 кв.","330",2002,"3.0D",429000,2400,"BMW"
"Kupeja hečbeks 118d 143hp
Auto atdzīts no Vācijas šī gada augusta beigās, b","118",2007,"2.0D",250000,5600,"BMW"
"Rets balts M-Pack BMW F31 ar 2.0D motoru. Orģināls nobraukums. Auto labā stā","320",2014,"2.0D",176000,14700,"BMW"
"Jauna TA, Pārdod 2007 gada bmw e60 orģināla pilna Mpack. Gan no salona gan e","520",2007,"2.0D",252000,6500,"BMW"
"2010.05.07.
BMW X3 2.0 D Automāts. 
-Automašīna ir perfektā tehniskā un vi","X3",2010,"2.0D",,7500,"BMW"
"BMW X5 3.0D. Sportpacket. 

Perfektā stāvoklī
Ļoti laba komplektācija.","X5",2002,"3.0D",,4300,"BMW"
"BMW 530d GT F07
180kw/automāts
Jauna TA bez aizrādījumiem, nodoklis samaks","530",2010,"3.0D",,11999,"BMW"
"Продаю BMW 525 e39, 2001 года выпуска. Заводской М-Пакет. 
За машиной ухажи","525",2001,"2.5D",4e+05,2100,"BMW"
"2.0d 110kw 
no tehniskā viedokļa:
jauns demferis, un protams siksnas. 
ja","320",2002,"2.0D",352000,1950,"BMW"
"Ar auto tika braukts katru dienu, tagad stāv, jo pārgāju uz elektro auto. Ri","X5",2007,"3.0D",505000,4900,"BMW"
"Silbergrau E60 3.0d. Auto labā tehniskā kārtībā. Jaudīgs 160kw m57 dzinējs a","530",2004,"3.0D",317000,3950,"BMW"
"Pārdodu BMW 3.0 dīzeli, 142kw, manuālā pārnesumu kārba, oriģinālā M paka, or","530",2002,"3.0D",486000,4750,"BMW"
"Pārdod skaistu, ekonomisku auto. 
Līdzi dodu vienu sezonu lietotas Michelin","316",2015,"2.0D",198000,12800,"BMW"
"Pārdodu BMW E39 2.5d 2002. gada. 
Ērts un sportisks auto ar dažādiem tehnis","525",2002,"2.5D",412000,3500,"BMW"
"BMW 530 XD, 4x4, 3.0 dizelis, 170 kw/231 z. s. , automatiskā ātrumkārba kārb","530",2006,"3.0D",,4550,"BMW"
"BMW X5 baltā krāsā no Itālijas(nav plēve). Teicams stāvoklis. Monitori pagal","X5",2005,"3.0D",310000,7100,"BMW"
"Pārdodu BMW e36 ar svaigu T. A. Automašīna aprīkota ar 1.6 benzīna/gāzes dzi","316",1998,"1.6",320000,2100,"BMW"
"Машина в идеальном состоянии, пройдено новое ТО, заменены свечи и блок свече","525",2004,"2.5D",251000,3650,"BMW"
"Kopts f11. Mainīta ķēde, ģeneratora siksna ar visu skriemeli, kas ir f sērij","530",2011,"3.0D",305000,11200,"BMW"
"Pārdod BMW 5-series 530D Mhev, G30, 210 kW(286 Hp)

2021.g. novembris.","530",2021,"3.0D",23000,59990,"BMW"
"Auto bez rūsas. Pārdodu bmw e46 facelift, uz pilnas komplektācijas. M-paka,","318",2001,"1.9",332000,3500,"BMW"
"Pēc piecu gadu kopā būšanas uz pārdošanu nesteidzīgi dodas kopta un uzturēta","530",2007,"3.0D",3e+05,8000,"BMW"
"BMW X5 Xdrive 3.0 173 kw motors, automātiskā ātrumkārba. Latvijā nav eksplua","X5",2008,"3.0D",230000,11750,"BMW"
"Pārdodu BMW 530 Gran Turismo D xDrive M-Paket. 2012. gada. 3.0l dīzelis, 180","530",2012,"3.0D",353000,14200,"BMW"
